Circuit: * C:\Users\torbe\Documents\2.0 Studium\6.0 Semester\M6.10 Analoge Schaltungen (ANS)\ANS-VCO-Projekt-2026\sim\Wien-VCO.asc

Warning: Multiple definitions of model "1n750" Type: Diode
Direct Newton iteration for .op point succeeded.
Heightened Def Con from 0.000822876 +++to 0.000822876
Heightened Def Con from 0.000822876 +++to 0.000822876
Heightened Def Con from 0.000822876 to 0.000822876
Heightened Def Con from 0.000822973 to 0.000822973
Heightened Def Con from 0.000825972 to 0.000825972
Heightened Def Con from 0.000825972 ++to 0.000825972
Heightened Def Con from 0.000825972 +to 0.000825972
Heightened Def Con from 0.000825972 +to 0.000825972
Heightened Def Con from 0.000825972 to 0.000825972
Heightened Def Con from 0.000825972 to 0.000825972
Heightened Def Con from 0.000826172 +to 0.000826172
Heightened Def Con from 0.000826172 to 0.000826172
Heightened Def Con from 0.000826572 to 0.000826572
Heightened Def Con from 0.000826572 +++++++to 0.000826572
Heightened Def Con from 0.000828971 to 0.000828971
Heightened Def Con from 0.000828971 +++++to 0.000828971
Heightened Def Con from 0.000829073 to 0.000829073
Heightened Def Con from 0.000829073 to 0.000829073
Heightened Def Con from 0.000829073 to 0.000829073
Heightened Def Con from 0.000829171 to 0.000829171
Heightened Def Con from 0.000829171 to 0.000829171
Heightened Def Con from 0.000829371 to 0.000829371
Heightened Def Con from 0.000829371 ++++++++to 0.000829371
Heightened Def Con from 0.000829371 to 0.000829371
Heightened Def Con from 0.000829673 to 0.000829673
Heightened Def Con from 0.000829673 to 0.000829673
Heightened Def Con from 0.000829673 ++to 0.000829673
Heightened Def Con from 0.000829673 to 0.000829673
Heightened Def Con from 0.000829673 to 0.000829673
Heightened Def Con from 0.000830873 ++to 0.000830873
Heightened Def Con from 0.000830873 +++to 0.000830873
Heightened Def Con from 0.000830873 to 0.000830873
Heightened Def Con from 0.000830873 +++to 0.000830873
Heightened Def Con from 0.000830873 +++to 0.000830873
Heightened Def Con from 0.000830873 to 0.000830873
Heightened Def Con from 0.00083157 to 0.00083157
Heightened Def Con from 0.000833969 +to 0.000833969
Heightened Def Con from 0.000833969 +to 0.000833969
Heightened Def Con from 0.000833969 to 0.000833969
Heightened Def Con from 0.000834471 to 0.000834471
Heightened Def Con from 0.000834471 to 0.000834471
Heightened Def Con from 0.000834471 to 0.000834471
Heightened Def Con from 0.000834471 to 0.000834471
Heightened Def Con from 0.000834471 to 0.000834471
Heightened Def Con from 0.000834471 to 0.000834471
Heightened Def Con from 0.000834471 to 0.000834471
Heightened Def Con from 0.000834968 ++to 0.000834968
Heightened Def Con from 0.00083827 to 0.00083827
Heightened Def Con from 0.000839367 to 0.000839367
Heightened Def Con from 0.000839367 to 0.000839367
Heightened Def Con from 0.000839367 to 0.000839367
Heightened Def Con from 0.000840167 to 0.000840167
Heightened Def Con from 0.000840167 to 0.000840167
Heightened Def Con from 0.000840167 ++to 0.000840167
Heightened Def Con from 0.000840167 +to 0.000840167
Heightened Def Con from 0.000840167 to 0.000840167
Heightened Def Con from 0.000840167 ++to 0.000840167
Heightened Def Con from 0.000840167 to 0.000840167
Heightened Def Con from 0.000840766 +to 0.000840766
Heightened Def Con from 0.000840766 +++to 0.000840766
Heightened Def Con from 0.000840766 to 0.000840766
Heightened Def Con from 0.000841366 to 0.000841366
Heightened Def Con from 0.000841869 +to 0.000841869
Heightened Def Con from 0.000841869 to 0.000841869
Heightened Def Con from 0.000843766 to 0.000843766
Heightened Def Con from 0.000843766 +++++++++to 0.000843766
Heightened Def Con from 0.000843766 to 0.000843766
Heightened Def Con from 0.000844668 to 0.000844668
Heightened Def Con from 0.000844668 ++to 0.000844668
Heightened Def Con from 0.000844668 +to 0.000844668
Heightened Def Con from 0.000844668 to 0.000844668
Heightened Def Con from 0.000844668 to 0.000844668
Heightened Def Con from 0.000846068 to 0.000846068
Heightened Def Con from 0.000846068 to 0.000846068
Heightened Def Con from 0.000846068 to 0.000846068
Heightened Def Con from 0.000846068 to 0.000846068
Heightened Def Con from 0.000846468 to 0.000846468
Heightened Def Con from 0.000846468 to 0.000846468
Heightened Def Con from 0.000846468 to 0.000846468
Heightened Def Con from 0.000846468 to 0.000846468
Heightened Def Con from 0.000846468 ++to 0.000846468
Heightened Def Con from 0.000846468 +++to 0.000846468
Heightened Def Con from 0.000846468 +++to 0.000846468
Heightened Def Con from 0.000846468 +to 0.000846468
Heightened Def Con from 0.000846468 ++++to 0.000846468
Heightened Def Con from 0.000848364 to 0.000848364
Heightened Def Con from 0.000849364 to 0.000849364
Heightened Def Con from 0.000849364 to 0.000849364
Heightened Def Con from 0.000849364 ++++to 0.000849364
Heightened Def Con from 0.000849364 to 0.000849364
Heightened Def Con from 0.000850466 +to 0.000850466
Heightened Def Con from 0.000850466 ++to 0.000850466
Heightened Def Con from 0.000850466 ++++to 0.000850466
Heightened Def Con from 0.000850466 +++to 0.000850466
Heightened Def Con from 0.000850466 to 0.000850466
Heightened Def Con from 0.000852563 to 0.000852563
Heightened Def Con from 0.000852563 +++to 0.000852563
Heightened Def Con from 0.000852563 ++to 0.000852563
Heightened Def Con from 0.000852563 to 0.000852563
Heightened Def Con from 0.000852763 +++++++++to 0.000852763
Heightened Def Con from 0.000852763 to 0.000852763
Heightened Def Con from 0.000852866 +++to 0.000852866
Heightened Def Con from 0.000852866 to 0.000852866
Heightened Def Con from 0.000855064 to 0.000855064
Heightened Def Con from 0.000855064 to 0.000855064
Heightened Def Con from 0.000855064 to 0.000855064
Heightened Def Con from 0.000855761 to 0.000855761
Heightened Def Con from 0.000855761 +to 0.000855761
Heightened Def Con from 0.000855761 to 0.000855761
Heightened Def Con from 0.000855761 ++++++++++++to 0.000855761
Heightened Def Con from 0.000855761 +++++++++++to 0.000855761
Heightened Def Con from 0.000855761 ++++++++++to 0.000855761
Heightened Def Con from 0.000855761 ++++++++++to 0.000855761
Heightened Def Con from 0.000855761 ++++++++++to 0.000855761
Heightened Def Con from 0.000855761 ++++++++++to 0.000855761
Heightened Def Con from 0.000855761 +++++++++to 0.000855761
Heightened Def Con from 0.000855761 +++to 0.000855761
Heightened Def Con from 0.000855761 to 0.000855761
Heightened Def Con from 0.000855761 to 0.000855761
Heightened Def Con from 0.000856761 to 0.000856761
Heightened Def Con from 0.000858161 to 0.000858161
Heightened Def Con from 0.000858161 to 0.000858161
Heightened Def Con from 0.000861862 to 0.000861862
Heightened Def Con from 0.000863159 +to 0.000863159
Heightened Def Con from 0.000863159 to 0.000863159
Heightened Def Con from 0.000863559 to 0.000863559
Heightened Def Con from 0.000863559 +++++++to 0.000863559
Heightened Def Con from 0.000864558 to 0.000864558
Heightened Def Con from 0.000864558 to 0.000864558
Heightened Def Con from 0.000864558 to 0.000864558
Heightened Def Con from 0.000867957 ++++to 0.000867957
Heightened Def Con from 0.000867957 to 0.000867957
Heightened Def Con from 0.000868957 to 0.000868957
Heightened Def Con from 0.000868957 ++++to 0.000868957
Heightened Def Con from 0.000868957 to 0.000868957
Heightened Def Con from 0.000869356 +++to 0.000869356
Heightened Def Con from 0.000869356 to 0.000869356
Heightened Def Con from 0.000869356 to 0.000869356
Heightened Def Con from 0.000871156 ++++++to 0.000871156
Heightened Def Con from 0.000871156 to 0.000871156
Heightened Def Con from 0.000871955 ++to 0.000871955
Heightened Def Con from 0.000871955 to 0.000871955
Heightened Def Con from 0.000871955 +to 0.000871955
Heightened Def Con from 0.000871955 to 0.000871955
Heightened Def Con from 0.000872955 to 0.000872955
Heightened Def Con from 0.000872955 +to 0.000872955
Heightened Def Con from 0.000872955 to 0.000872955
Heightened Def Con from 0.000872955 +to 0.000872955
Heightened Def Con from 0.000872955 to 0.000872955
Heightened Def Con from 0.000872955 ++++++to 0.000872955
Heightened Def Con from 0.000872955 to 0.000872955
Heightened Def Con from 0.000874354 to 0.000874354
Heightened Def Con from 0.000874554 +to 0.000874554
Heightened Def Con from 0.000874554 ++to 0.000874554
Heightened Def Con from 0.000874554 +++to 0.000874554
Heightened Def Con from 0.000874554 to 0.000874554
Heightened Def Con from 0.000877456 to 0.000877456
Heightened Def Con from 0.000877456 +to 0.000877456
Heightened Def Con from 0.000877456 +++to 0.000877456
Heightened Def Con from 0.000877456 to 0.000877456
Heightened Def Con from 0.000877856 to 0.000877856
Heightened Def Con from 0.000878553 to 0.000878553
Heightened Def Con from 0.000878553 to 0.000878553
Heightened Def Con from 0.000878553 to 0.000878553
Heightened Def Con from 0.000878553 to 0.000878553
Heightened Def Con from 0.000878553 +to 0.000878553
Heightened Def Con from 0.000878553 +to 0.000878553
Heightened Def Con from 0.000878553 to 0.000878553
Heightened Def Con from 0.000879552 to 0.000879552
Heightened Def Con from 0.000879552 +to 0.000879552
Heightened Def Con from 0.000879952 to 0.000879952
Heightened Def Con from 0.000881654 +to 0.000881654
Heightened Def Con from 0.000881654 to 0.000881654
Heightened Def Con from 0.000881951 to 0.000881951
Heightened Def Con from 0.000881951 to 0.000881951
Heightened Def Con from 0.000883151 to 0.000883151
Heightened Def Con from 0.000885052 +++++++++++++++++++to 0.000885053
Heightened Def Con from 0.000885452 to 0.000885452
Heightened Def Con from 0.000885452 +to 0.000885452
Heightened Def Con from 0.000885452 +++to 0.000885452
Heightened Def Con from 0.000885452 +++to 0.000885452
Heightened Def Con from 0.000885452 to 0.000885452
Heightened Def Con from 0.000886949 +to 0.000886949
Heightened Def Con from 0.000886949 +to 0.000886949
Heightened Def Con from 0.000886949 ++++++to 0.000886949
Heightened Def Con from 0.000888549 to 0.000888549
Heightened Def Con from 0.000888549 to 0.000888549
Heightened Def Con from 0.000892346 to 0.000892346
Heightened Def Con from 0.000892946 to 0.000892946
Heightened Def Con from 0.000892946 to 0.000892946
Heightened Def Con from 0.000894248 to 0.000894248
Heightened Def Con from 0.000894248 to 0.000894248
Heightened Def Con from 0.000894248 +to 0.000894248
Heightened Def Con from 0.000894248 to 0.000894248
Heightened Def Con from 0.000894248 ++to 0.000894248
Heightened Def Con from 0.000894248 to 0.000894248
Heightened Def Con from 0.000894745 to 0.000894745
Heightened Def Con from 0.000894745 to 0.000894745
Heightened Def Con from 0.000894745 +to 0.000894745
Heightened Def Con from 0.000894745 ++++++to 0.000894745
Heightened Def Con from 0.000894745 to 0.000894745
Heightened Def Con from 0.000894847 to 0.000894847
Heightened Def Con from 0.000894945 +++to 0.000894945
Heightened Def Con from 0.000894945 to 0.000894945
Heightened Def Con from 0.000898344 ++++to 0.000898344
Heightened Def Con from 0.000898344 to 0.000898344
.step v1=0.1
.step v1=0.2
.step v1=0.3
.step v1=0.4
.step v1=0.5
.step v1=0.6
.step v1=0.7
.step v1=0.8
.step v1=0.9
.step v1=1


Measurement: t1
  step	t1	FROM	TO
     1	9.98046e-05	1.95421e-07	0.0001
     2	9.99582e-05	4.18371e-08	0.0001
     3	9.993e-05	7.00173e-08	0.0001
     4	9.98767e-05	1.23252e-07	0.0001
     5	9.98188e-05	1.81175e-07	0.0001
     6	9.99692e-05	3.08345e-08	0.0001
     7	9.99107e-05	8.93374e-08	0.0001
     8	9.99172e-05	8.27731e-08	0.0001
     9	9.99383e-05	6.17499e-08	0.0001
    10	9.99286e-05	7.13936e-08	0.0001
    11	9.99947e-05	5.25899e-09	0.0001

Measurement: t2
  step	t2	FROM	TO
     1	9.78053e-05	2.19469e-06	0.0001
     2	9.80037e-05	1.99625e-06	0.0001
     3	9.80147e-05	1.98526e-06	0.0001
     4	9.80007e-05	1.99928e-06	0.0001
     5	9.79793e-05	2.02073e-06	0.0001
     6	9.81637e-05	1.83635e-06	0.0001
     7	9.81367e-05	1.86335e-06	0.0001
     8	9.81742e-05	1.82583e-06	0.0001
     9	9.82245e-05	1.77554e-06	0.0001
    10	9.82424e-05	1.75756e-06	0.0001
    11	9.8335e-05	1.66497e-06	0.0001

Measurement: frequenz
  step	abs(10/(t2-t1))
     1	5.00183e+06
     2	5.11662e+06
     3	5.22126e+06
     4	5.33041e+06
     5	5.4361e+06
     6	5.5386e+06
     7	5.63695e+06
     8	5.73706e+06
     9	5.83503e+06
    10	5.93062e+06
    11	6.02515e+06


Date: Thu Jul  2 21:26:03 2026
Total elapsed time: 58.676 seconds.

tnom = 27
temp = 27
method = modified trap
totiter = 636067
traniter = 635853
tranpoints = 115741
accept = 77978
rejected = 38895
matrix size = 73
fillins = 87
solver = Normal
Avg thread counts: 1.0/1.1/1.0/1.0
Matrix Compiler1: 7.88 KB object code size  2.1/1.3/[1.0]
Matrix Compiler2: 7.54 KB object code size  1.4/1.1/[0.8]

